User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Join Month,Last Payment Month
615,Standard,13,2022-08-15,2023-06-27,Germany,43,Male,Smart TV,1 Month,August,June
616,Premium,14,2022-09-02,2023-06-27,France,38,Female,Laptop,1 Month,September,June
617,Basic,11,2022-09-05,2023-06-28,Brazil,45,Female,Smartphone,1 Month,September,June
618,Standard,10,2022-09-06,2023-06-28,Mexico,28,Female,Smart TV,1 Month,September,June
619,Premium,11,2022-09-06,2023-06-29,Spain,27,Male,Smartphone,1 Month,September,June
620,Basic,11,2022-09-05,2023-06-27,Italy,41,Female,Smartphone,1 Month,September,June
621,Premium,14,2022-09-06,2023-06-29,Spain,49,Male,Smart TV,1 Month,September,June
622,Basic,12,2022-08-29,2023-06-28,Spain,35,Male,Smartphone,1 Month,August,June
623,Standard,13,2022-08-30,2023-06-28,United States,29,Female,Smart TV,1 Month,August,June
624,Standard,10,2022-09-02,2023-06-30,Canada,42,Male,Smartphone,1 Month,September,June
625,Basic,15,2022-09-20,2023-06-28,United States,33,Male,Tablet,1 Month,September,June
626,Premium,10,2022-09-23,2023-06-30,United States,30,Male,Laptop,1 Month,September,June
627,Basic,11,2022-09-29,2023-06-29,Canada,43,Female,Smart TV,1 Month,September,June
628,Standard,10,2022-10-09,2023-07-01,United Kingdom,42,Male,Smartphone,1 Month,October,July
629,Premium,11,2022-10-12,2023-06-29,Australia,39,Male,Tablet,1 Month,October,June
630,Basic,15,2022-10-06,2023-06-30,Germany,32,Female,Smart TV,1 Month,October,June
631,Premium,14,2022-09-21,2023-06-28,France,31,Male,Smartphone,1 Month,September,June
632,Basic,13,2022-09-23,2023-07-01,Brazil,39,Male,Smartphone,1 Month,September,July
633,Standard,12,2022-09-28,2023-06-29,Mexico,41,Female,Smartphone,1 Month,September,June
634,Standard,12,2022-09-29,2023-06-29,Spain,51,Female,Smart TV,1 Month,September,June
635,Basic,13,2022-10-03,2023-06-27,Italy,29,Male,Laptop,1 Month,October,June
636,Premium,10,2022-10-28,2023-07-01,Spain,33,Female,Smart TV,1 Month,October,July
637,Basic,12,2022-11-14,2023-06-29,Spain,51,Female,Tablet,1 Month,November,June
638,Standard,11,2022-11-16,2023-07-01,United States,38,Male,Tablet,1 Month,November,July
639,Premium,10,2022-11-17,2023-06-28,Canada,37,Female,Laptop,1 Month,November,June
640,Basic,13,2022-11-20,2023-06-30,United States,50,Female,Laptop,1 Month,November,June
641,Premium,12,2022-11-21,2023-06-29,United States,33,Male,Tablet,1 Month,November,June
642,Basic,11,2022-11-19,2023-07-01,Canada,27,Male,Laptop,1 Month,November,July
643,Standard,11,2022-10-28,2023-06-27,United Kingdom,50,Female,Smartphone,1 Month,October,June
644,Standard,15,2022-10-27,2023-06-29,Australia,47,Female,Laptop,1 Month,October,June
645,Basic,13,2022-10-27,2023-06-29,Germany,41,Male,Laptop,1 Month,October,June
646,Premium,10,2022-10-27,2023-06-30,France,49,Female,Laptop,1 Month,October,June
647,Basic,15,2022-10-25,2023-06-28,Brazil,32,Male,Smart TV,1 Month,October,June
648,Standard,10,2022-10-17,2023-06-28,Mexico,38,Female,Smartphone,1 Month,October,June
649,Premium,14,2022-08-20,2023-06-29,Spain,38,Female,Smartphone,1 Month,August,June
650,Basic,15,2022-08-16,2023-06-29,Italy,28,Female,Smart TV,1 Month,August,June
651,Premium,13,2022-08-15,2023-06-29,Spain,31,Male,Tablet,1 Month,August,June
652,Basic,14,2022-08-15,2023-06-29,Spain,39,Female,Smartphone,1 Month,August,June
653,Standard,11,2022-07-29,2023-06-29,United States,28,Female,Smartphone,1 Month,July,June
654,Standard,12,2022-07-17,2023-06-28,Canada,30,Female,Smartphone,1 Month,July,June
655,Basic,11,2022-07-26,2023-06-29,United States,42,Male,Tablet,1 Month,July,June
656,Premium,14,2022-07-31,2023-06-29,United States,33,Female,Laptop,1 Month,July,June
657,Basic,14,2022-08-03,2023-06-29,Canada,34,Female,Smart TV,1 Month,August,June
658,Standard,13,2022-08-04,2023-06-29,United Kingdom,49,Female,Smart TV,1 Month,August,June
659,Premium,13,2022-08-03,2023-06-29,Australia,41,Male,Laptop,1 Month,August,June
660,Basic,12,2022-06-27,2023-06-29,Germany,28,Male,Smart TV,1 Month,June,June
661,Premium,14,2022-06-27,2023-06-28,France,49,Female,Laptop,1 Month,June,June
662,Basic,15,2022-06-15,2023-06-29,Brazil,49,Male,Tablet,1 Month,June,June
663,Standard,11,2022-06-13,2023-06-29,Mexico,36,Male,Tablet,1 Month,June,June
664,Standard,11,2022-06-12,2023-06-30,Spain,31,Male,Smart TV,1 Month,June,June
665,Basic,10,2022-06-18,2023-06-28,Italy,38,Male,Smartphone,1 Month,June,June
666,Premium,15,2022-06-26,2023-06-29,Spain,34,Female,Tablet,1 Month,June,June
667,Basic,11,2022-06-30,2023-06-30,Spain,51,Female,Smartphone,1 Month,June,June
668,Standard,13,2022-07-03,2023-06-30,United States,49,Male,Smart TV,1 Month,July,June
669,Premium,13,2022-06-19,2023-06-28,Canada,27,Female,Tablet,1 Month,June,June
670,Basic,10,2022-06-08,2023-06-29,United States,38,Male,Smart TV,1 Month,June,June
671,Basic,10,2022-06-08,2023-06-30,United States,51,Male,Tablet,1 Month,June,June
672,Basic,14,2022-06-09,2023-06-30,Canada,47,Female,Tablet,1 Month,June,June
673,Standard,15,2022-06-09,2023-06-27,United Kingdom,37,Male,Smartphone,1 Month,June,June
674,Premium,13,2022-06-10,2023-06-28,Australia,37,Female,Laptop,1 Month,June,June
675,Basic,11,2022-06-11,2023-06-29,Germany,39,Female,Tablet,1 Month,June,June
676,Basic,11,2022-06-13,2023-06-29,France,31,Male,Smartphone,1 Month,June,June
677,Premium,13,2022-06-17,2023-06-28,Brazil,36,Male,Smart TV,1 Month,June,June
678,Standard,15,2022-06-27,2023-06-28,Mexico,42,Female,Smart TV,1 Month,June,June
679,Standard,11,2022-07-05,2023-06-29,Spain,49,Male,Laptop,1 Month,July,June
680,Basic,15,2022-07-07,2023-06-29,Italy,44,Female,Laptop,1 Month,July,June
681,Premium,11,2022-07-16,2023-06-28,Spain,33,Male,Laptop,1 Month,July,June
682,Standard,11,2022-07-23,2023-06-27,Spain,42,Male,Tablet,1 Month,July,June
683,Basic,13,2022-08-03,2023-06-29,United States,39,Male,Smartphone,1 Month,August,June
684,Standard,10,2022-08-11,2023-06-29,Canada,49,Male,Smartphone,1 Month,August,June
685,Premium,12,2022-08-15,2023-06-30,United States,31,Male,Smartphone,1 Month,August,June
686,Basic,14,2022-08-18,2023-06-28,United States,37,Male,Tablet,1 Month,August,June
687,Premium,13,2022-08-26,2023-06-29,Canada,30,Female,Tablet,1 Month,August,June
688,Standard,10,2022-09-03,2023-06-28,United Kingdom,42,Male,Smartphone,1 Month,September,June
689,Basic,15,2022-09-04,2023-06-29,Australia,37,Female,Smart TV,1 Month,September,June
690,Standard,15,2022-09-05,2023-06-30,Germany,36,Male,Laptop,1 Month,September,June
691,Premium,11,2022-09-01,2023-06-29,France,28,Female,Laptop,1 Month,September,June
692,Basic,15,2022-08-31,2023-06-30,Brazil,36,Male,Tablet,1 Month,August,June
693,Standard,14,2022-09-01,2023-06-29,Mexico,31,Female,Tablet,1 Month,September,June
694,Premium,14,2022-09-17,2023-07-01,Spain,46,Male,Smart TV,1 Month,September,July
695,Basic,13,2022-09-21,2023-06-28,Italy,28,Male,Laptop,1 Month,September,June
696,Premium,15,2022-09-29,2023-07-01,Spain,31,Male,Tablet,1 Month,September,July
697,Basic,12,2022-10-06,2023-06-29,Spain,43,Male,Smart TV,1 Month,October,June
698,Standard,10,2022-10-12,2023-07-02,United States,28,Male,Laptop,1 Month,October,July
699,Standard,13,2022-10-07,2023-06-30,Canada,32,Female,Smartphone,1 Month,October,June
700,Basic,12,2022-10-04,2023-06-30,United States,31,Female,Laptop,1 Month,October,June
701,Premium,11,2022-09-24,2023-06-28,United States,45,Male,Smart TV,1 Month,September,June
702,Basic,14,2022-09-25,2023-07-01,Canada,36,Male,Smartphone,1 Month,September,July
703,Standard,14,2022-09-27,2023-06-30,United Kingdom,35,Male,Laptop,1 Month,September,June
704,Premium,13,2022-09-30,2023-07-01,Australia,27,Female,Tablet,1 Month,September,July
705,Basic,13,2022-10-04,2023-06-28,Germany,32,Male,Laptop,1 Month,October,June
706,Premium,12,2022-10-24,2023-07-01,France,46,Female,Smartphone,1 Month,October,July
707,Basic,12,2022-10-28,2023-06-30,Brazil,36,Male,Smart TV,1 Month,October,June
708,Standard,13,2022-11-02,2023-07-01,Mexico,39,Male,Laptop,1 Month,November,July
709,Standard,12,2022-11-07,2023-06-28,Spain,48,Female,Smart TV,1 Month,November,June
710,Basic,10,2022-11-10,2023-06-30,Italy,48,Female,Smart TV,1 Month,November,June
711,Premium,14,2022-11-15,2023-06-29,Spain,27,Female,Laptop,1 Month,November,June
712,Basic,13,2022-11-08,2023-07-01,Spain,45,Male,Tablet,1 Month,November,July
713,Standard,10,2022-11-01,2023-06-27,United States,30,Male,Laptop,1 Month,November,June
714,Premium,15,2022-10-30,2023-06-29,Canada,29,Male,Tablet,1 Month,October,June
715,Basic,12,2022-10-28,2023-06-29,United States,43,Female,Laptop,1 Month,October,June
716,Premium,10,2022-10-26,2023-06-30,United States,43,Male,Laptop,1 Month,October,June
717,Basic,15,2022-10-18,2023-06-29,Canada,39,Female,Tablet,1 Month,October,June
718,Standard,14,2022-09-30,2023-06-30,United Kingdom,27,Male,Tablet,1 Month,September,June
719,Standard,10,2022-09-03,2023-06-29,Australia,33,Female,Tablet,1 Month,September,June
720,Basic,10,2022-08-23,2023-06-29,Germany,32,Female,Tablet,1 Month,August,June
721,Premium,10,2022-08-16,2023-06-29,France,37,Female,Tablet,1 Month,August,June
722,Basic,13,2022-08-11,2023-06-30,Brazil,45,Male,Smartphone,1 Month,August,June
723,Standard,10,2022-08-01,2023-06-30,Mexico,40,Female,Smartphone,1 Month,August,June
724,Premium,14,2022-08-01,2023-06-29,Spain,44,Male,Laptop,1 Month,August,June
725,Basic,12,2022-08-01,2023-06-29,Italy,29,Female,Tablet,1 Month,August,June
726,Premium,14,2022-08-02,2023-06-30,Spain,50,Male,Laptop,1 Month,August,June
727,Basic,11,2022-08-04,2023-06-29,Spain,32,Female,Laptop,1 Month,August,June
728,Standard,14,2022-08-04,2023-06-29,United States,39,Male,Laptop,1 Month,August,June
729,Standard,15,2022-07-07,2023-06-30,Canada,43,Female,Smartphone,1 Month,July,June
730,Basic,12,2022-06-27,2023-06-30,United States,49,Female,Smartphone,1 Month,June,June
731,Premium,13,2022-06-19,2023-06-29,United States,30,Male,Tablet,1 Month,June,June
732,Basic,12,2022-06-19,2023-06-29,Canada,47,Male,Tablet,1 Month,June,June
733,Standard,10,2022-06-18,2023-06-29,United Kingdom,51,Female,Laptop,1 Month,June,June
734,Premium,14,2022-06-19,2023-06-30,Australia,40,Male,Tablet,1 Month,June,June
735,Basic,14,2022-06-24,2023-06-28,Germany,40,Male,Laptop,1 Month,June,June
736,Premium,11,2022-06-30,2023-06-30,France,49,Male,Smartphone,1 Month,June,June
737,Basic,15,2022-07-02,2023-06-30,Brazil,43,Female,Tablet,1 Month,July,June
738,Standard,14,2022-06-26,2023-07-01,Mexico,44,Female,Smartphone,1 Month,June,July
739,Standard,13,2022-06-21,2023-06-28,Spain,27,Male,Smartphone,1 Month,June,June
740,Basic,14,2022-06-16,2023-06-29,Italy,30,Male,Tablet,1 Month,June,June
741,Premium,14,2022-06-09,2023-06-30,Spain,47,Male,Smart TV,1 Month,June,June
742,Basic,13,2022-06-10,2023-06-30,Spain,51,Male,Smartphone,1 Month,June,June
743,Standard,15,2022-06-10,2023-06-28,United States,31,Female,Laptop,1 Month,June,June
744,Premium,13,2022-06-11,2023-06-29,Canada,34,Female,Tablet,1 Month,June,June
745,Basic,11,2022-06-12,2023-06-30,United States,28,Female,Laptop,1 Month,June,June
746,Basic,15,2022-06-15,2023-06-30,United States,32,Male,Smartphone,1 Month,June,June
747,Basic,11,2022-06-25,2023-06-29,Canada,41,Male,Smart TV,1 Month,June,June
748,Standard,13,2022-06-30,2023-06-28,United Kingdom,40,Male,Smart TV,1 Month,June,June
749,Premium,12,2022-07-06,2023-06-30,Australia,46,Male,Smart TV,1 Month,July,June
750,Basic,13,2022-07-09,2023-06-29,Germany,47,Male,Smart TV,1 Month,July,June
751,Basic,14,2022-07-18,2023-06-29,France,45,Female,Laptop,1 Month,July,June
752,Premium,10,2022-07-24,2023-06-28,Brazil,28,Female,Smartphone,1 Month,July,June
753,Standard,12,2022-07-27,2023-06-30,Mexico,43,Female,Smartphone,1 Month,July,June
754,Standard,11,2022-08-10,2023-06-29,Spain,41,Male,Laptop,1 Month,August,June
755,Basic,13,2022-08-16,2023-06-30,Italy,32,Male,Tablet,1 Month,August,June
756,Premium,14,2022-08-23,2023-06-29,Spain,44,Female,Smartphone,1 Month,August,June
757,Standard,11,2022-09-03,2023-06-30,Spain,32,Male,Laptop,1 Month,September,June
758,Basic,12,2022-09-04,2023-06-29,United States,47,Male,Laptop,1 Month,September,June
759,Standard,14,2022-09-05,2023-06-29,Canada,37,Male,Smart TV,1 Month,September,June
760,Premium,13,2022-09-04,2023-07-01,United States,40,Female,Smartphone,1 Month,September,July
761,Basic,11,2022-08-31,2023-06-29,United States,48,Female,Smart TV,1 Month,August,June
762,Premium,10,2022-09-01,2023-07-02,Canada,48,Male,Laptop,1 Month,September,July
763,Standard,10,2022-09-15,2023-06-29,United Kingdom,35,Male,Laptop,1 Month,September,June
764,Basic,15,2022-09-18,2023-07-03,Australia,28,Male,Smart TV,1 Month,September,July
765,Standard,11,2022-09-28,2023-06-29,Germany,35,Female,Smart TV,1 Month,September,June
766,Premium,13,2022-09-30,2023-07-01,France,43,Male,Smartphone,1 Month,September,July
767,Basic,15,2022-10-07,2023-06-29,Brazil,39,Male,Laptop,1 Month,October,June
768,Standard,10,2022-10-08,2023-07-02,Mexico,38,Female,Laptop,1 Month,October,July
769,Premium,14,2022-10-08,2023-06-30,Spain,36,Female,Smart TV,1 Month,October,June
770,Basic,11,2022-10-03,2023-07-01,Italy,42,Female,Laptop,1 Month,October,July
771,Premium,14,2022-10-04,2023-06-28,Spain,27,Male,Tablet,1 Month,October,June
772,Basic,12,2022-10-02,2023-07-01,Spain,48,Male,Laptop,1 Month,October,July
773,Standard,13,2022-10-01,2023-06-30,United States,27,Female,Smart TV,1 Month,October,June
774,Standard,15,2022-10-03,2023-07-02,Canada,49,Male,Smartphone,1 Month,October,July
775,Basic,11,2022-10-20,2023-06-28,United States,29,Male,Tablet,1 Month,October,June
776,Premium,11,2022-10-21,2023-07-01,United States,44,Male,Laptop,1 Month,October,July
777,Basic,11,2022-10-28,2023-06-30,Canada,31,Male,Smartphone,1 Month,October,June
778,Standard,13,2022-11-03,2023-07-01,United Kingdom,33,Male,Tablet,1 Month,November,July
779,Premium,10,2022-11-07,2023-06-28,Australia,36,Female,Smart TV,1 Month,November,June
780,Basic,15,2022-11-12,2023-06-30,Germany,43,Female,Laptop,1 Month,November,June
781,Premium,14,2022-11-13,2023-06-29,France,30,Female,Smartphone,1 Month,November,June
782,Basic,13,2022-11-02,2023-07-01,Brazil,44,Female,Laptop,1 Month,November,July
783,Standard,13,2022-11-01,2023-06-29,Mexico,37,Female,Laptop,1 Month,November,June
784,Standard,14,2022-10-31,2023-06-30,Spain,27,Male,Laptop,1 Month,October,June
785,Basic,12,2022-10-28,2023-06-29,Italy,35,Female,Laptop,1 Month,October,June
786,Premium,13,2022-10-24,2023-06-30,Spain,32,Male,Smart TV,1 Month,October,June
787,Basic,12,2022-10-03,2023-06-29,Spain,49,Female,Laptop,1 Month,October,June
788,Standard,12,2022-09-13,2023-06-30,United States,45,Female,Tablet,1 Month,September,June
789,Premium,11,2022-09-02,2023-06-30,Canada,33,Female,Smartphone,1 Month,September,June
790,Basic,14,2022-08-30,2023-06-30,United States,37,Female,Smartphone,1 Month,August,June
791,Premium,15,2022-08-25,2023-06-30,United States,29,Male,Smartphone,1 Month,August,June
792,Basic,12,2022-08-11,2023-06-30,Canada,45,Male,Smart TV,1 Month,August,June
793,Standard,11,2022-08-05,2023-06-30,United Kingdom,42,Female,Smartphone,1 Month,August,June
794,Standard,12,2022-08-02,2023-06-30,Australia,32,Female,Smart TV,1 Month,August,June
795,Basic,11,2022-08-03,2023-07-01,Germany,47,Male,Smartphone,1 Month,August,July
796,Premium,12,2022-08-04,2023-07-01,France,27,Male,Smart TV,1 Month,August,July
797,Basic,10,2022-08-05,2023-06-30,Brazil,35,Male,Tablet,1 Month,August,June
798,Standard,15,2022-07-12,2023-06-30,Mexico,35,Male,Laptop,1 Month,July,June
799,Premium,10,2022-07-02,2023-06-30,Spain,48,Male,Tablet,1 Month,July,June
800,Basic,12,2022-06-26,2023-06-30,Italy,36,Male,Smartphone,1 Month,June,June
801,Premium,10,2022-06-22,2023-06-29,Spain,46,Male,Smartphone,1 Month,June,June
802,Basic,13,2022-06-22,2023-06-30,Spain,33,Female,Smartphone,1 Month,June,June
803,Standard,14,2022-06-19,2023-07-01,United States,43,Male,Smart TV,1 Month,June,July
804,Standard,14,2022-06-22,2023-07-02,Canada,47,Female,Smartphone,1 Month,June,July
805,Basic,15,2022-06-27,2023-06-28,United States,39,Female,Laptop,1 Month,June,June
806,Premium,15,2022-07-01,2023-06-30,United States,30,Female,Laptop,1 Month,July,June
807,Basic,11,2022-06-28,2023-06-30,Canada,46,Male,Tablet,1 Month,June,June
808,Standard,13,2022-06-25,2023-07-01,United Kingdom,39,Male,Smart TV,1 Month,June,July
809,Premium,10,2022-06-22,2023-06-28,Australia,28,Male,Smartphone,1 Month,June,June
810,Basic,13,2022-06-09,2023-06-29,Germany,38,Male,Smartphone,1 Month,June,June
811,Premium,13,2022-06-10,2023-06-30,France,36,Male,Laptop,1 Month,June,June
812,Basic,15,2022-06-11,2023-07-01,Brazil,33,Male,Laptop,1 Month,June,July
813,Standard,10,2022-06-11,2023-06-28,Mexico,50,Male,Smartphone,1 Month,June,June
814,Standard,10,2022-06-12,2023-06-29,Spain,38,Male,Smartphone,1 Month,June,June
815,Basic,15,2022-06-13,2023-06-30,Italy,29,Male,Smartphone,1 Month,June,June
816,Premium,15,2022-06-18,2023-06-30,Spain,47,Female,Smart TV,1 Month,June,June
817,Basic,15,2022-06-29,2023-06-30,Spain,31,Female,Tablet,1 Month,June,June
818,Standard,13,2022-06-30,2023-06-28,United States,40,Male,Tablet,1 Month,June,June
819,Premium,14,2022-07-01,2023-07-01,Canada,50,Male,Laptop,1 Month,July,July
820,Basic,11,2022-07-07,2023-06-30,United States,43,Female,Tablet,1 Month,July,June
821,Basic,12,2022-07-13,2023-06-29,United States,35,Female,Laptop,1 Month,July,June
822,Basic,11,2022-07-24,2023-06-29,Canada,36,Male,Laptop,1 Month,July,June
823,Standard,15,2022-07-29,2023-06-30,United Kingdom,30,Male,Smartphone,1 Month,July,June
824,Premium,13,2022-07-31,2023-06-30,Australia,47,Female,Smartphone,1 Month,July,June
825,Basic,12,2022-08-09,2023-06-30,Germany,30,Female,Laptop,1 Month,August,June
826,Basic,11,2022-08-18,2023-07-01,France,37,Male,Smart TV,1 Month,August,July
827,Premium,15,2022-08-20,2023-06-30,Brazil,34,Male,Smartphone,1 Month,August,June
828,Standard,15,2022-08-30,2023-06-30,Mexico,33,Female,Smart TV,1 Month,August,June
829,Standard,10,2022-09-01,2023-06-29,Spain,31,Male,Tablet,1 Month,September,June
830,Basic,13,2022-09-02,2023-07-03,Italy,30,Female,Smartphone,1 Month,September,July
831,Premium,10,2022-09-02,2023-06-29,Spain,35,Male,Smartphone,1 Month,September,June
832,Standard,14,2022-09-15,2023-07-02,Spain,40,Female,Tablet,1 Month,September,July
833,Basic,13,2022-09-17,2023-06-29,United States,29,Male,Smartphone,1 Month,September,June
834,Standard,14,2022-09-26,2023-07-03,Canada,34,Female,Smart TV,1 Month,September,July
835,Premium,12,2022-09-27,2023-06-29,United States,31,Male,Laptop,1 Month,September,June
836,Basic,15,2022-10-04,2023-07-01,United States,28,Male,Laptop,1 Month,October,July
837,Premium,12,2022-10-06,2023-06-29,Canada,46,Female,Smart TV,1 Month,October,June
838,Standard,11,2022-10-07,2023-07-02,United Kingdom,38,Male,Smartphone,1 Month,October,July
839,Basic,13,2022-10-06,2023-06-30,Australia,35,Female,Laptop,1 Month,October,June
840,Standard,15,2022-10-07,2023-07-03,Germany,49,Male,Smartphone,1 Month,October,July
841,Premium,13,2022-10-06,2023-06-29,France,42,Male,Smartphone,1 Month,October,June
842,Basic,14,2022-10-06,2023-07-02,Brazil,37,Female,Laptop,1 Month,October,July
843,Standard,13,2022-10-04,2023-07-01,Mexico,39,Female,Smartphone,1 Month,October,July
844,Premium,10,2022-10-14,2023-07-02,Spain,47,Female,Smart TV,1 Month,October,July
845,Basic,12,2022-10-19,2023-06-29,Italy,49,Male,Smartphone,1 Month,October,June
846,Premium,12,2022-10-21,2023-07-01,Spain,35,Male,Laptop,1 Month,October,July
847,Basic,11,2022-10-28,2023-06-30,Spain,36,Female,Smart TV,1 Month,October,June
848,Standard,11,2022-11-01,2023-07-02,United States,40,Male,Tablet,1 Month,November,July
849,Standard,10,2022-11-12,2023-06-29,Canada,30,Female,Smart TV,1 Month,November,June
850,Basic,13,2022-11-13,2023-06-30,United States,51,Female,Smart TV,1 Month,November,June
851,Premium,15,2022-11-09,2023-06-30,United States,47,Male,Laptop,1 Month,November,June
852,Basic,12,2022-11-08,2023-07-01,Canada,47,Female,Laptop,1 Month,November,July
853,Standard,14,2022-11-06,2023-06-30,United Kingdom,39,Male,Tablet,1 Month,November,June
854,Premium,10,2022-11-07,2023-06-30,Australia,49,Male,Smart TV,1 Month,November,June
855,Basic,12,2022-11-02,2023-07-01,Germany,33,Male,Laptop,1 Month,November,July
856,Premium,10,2022-10-06,2023-06-30,France,32,Female,Smart TV,1 Month,October,June
857,Basic,15,2022-09-16,2023-06-30,Brazil,40,Male,Smartphone,1 Month,September,June
858,Standard,14,2022-09-10,2023-06-30,Mexico,40,Female,Laptop,1 Month,September,June
859,Standard,12,2022-09-04,2023-06-30,Spain,51,Female,Tablet,1 Month,September,June
860,Basic,13,2022-08-26,2023-07-01,Italy,50,Male,Smart TV,1 Month,August,July
861,Premium,14,2022-08-14,2023-07-01,Spain,50,Female,Smart TV,1 Month,August,July
862,Basic,14,2022-08-12,2023-07-01,Spain,47,Male,Smartphone,1 Month,August,July
863,Standard,12,2022-08-10,2023-06-30,United States,35,Male,Laptop,1 Month,August,June
864,Premium,11,2022-08-10,2023-07-01,Canada,31,Male,Tablet,1 Month,August,July
865,Basic,15,2022-08-04,2023-07-01,United States,36,Male,Smartphone,1 Month,August,July
866,Premium,10,2022-08-05,2023-07-01,United States,41,Female,Smart TV,1 Month,August,July
867,Basic,13,2022-07-17,2023-06-30,Canada,49,Female,Tablet,1 Month,July,June
868,Standard,12,2022-07-16,2023-07-01,United Kingdom,34,Female,Tablet,1 Month,July,July
869,Standard,15,2022-07-13,2023-07-01,Australia,30,Female,Tablet,1 Month,July,July
870,Basic,13,2022-07-03,2023-07-02,Germany,38,Male,Laptop,1 Month,July,July
871,Premium,11,2022-06-24,2023-06-29,France,45,Male,Tablet,1 Month,June,June
872,Basic,14,2022-06-21,2023-07-01,Brazil,42,Female,Laptop,1 Month,June,July
873,Standard,10,2022-06-22,2023-07-01,Mexico,42,Female,Smart TV,1 Month,June,July
874,Premium,10,2022-06-23,2023-07-02,Spain,31,Male,Smart TV,1 Month,June,July
875,Basic,14,2022-06-26,2023-06-29,Italy,28,Male,Smart TV,1 Month,June,June
876,Premium,11,2022-06-27,2023-06-30,Spain,44,Male,Tablet,1 Month,June,June
877,Basic,13,2022-06-28,2023-07-01,Spain,30,Male,Smart TV,1 Month,June,July
878,Standard,13,2022-06-28,2023-07-02,United States,33,Male,Smartphone,1 Month,June,July
879,Standard,12,2022-06-18,2023-06-29,Canada,42,Female,Tablet,1 Month,June,June
880,Basic,11,2022-06-11,2023-06-30,United States,31,Male,Smart TV,1 Month,June,June
881,Premium,11,2022-06-11,2023-07-01,United States,31,Female,Smartphone,1 Month,June,July
882,Basic,13,2022-06-12,2023-07-01,Canada,46,Female,Smart TV,1 Month,June,July
883,Standard,15,2022-06-13,2023-06-29,United Kingdom,28,Female,Tablet,1 Month,June,June
884,Premium,11,2022-06-13,2023-06-29,Australia,50,Male,Tablet,1 Month,June,June
885,Basic,11,2022-06-18,2023-07-02,Germany,34,Male,Tablet,1 Month,June,July
886,Premium,15,2022-06-23,2023-06-30,France,45,Female,Smart TV,1 Month,June,June
887,Basic,12,2022-06-26,2023-06-30,Brazil,38,Female,Laptop,1 Month,June,June
888,Standard,13,2022-06-29,2023-06-29,Mexico,42,Female,Laptop,1 Month,June,June
889,Standard,10,2022-07-02,2023-07-01,Spain,45,Female,Smartphone,1 Month,July,July
890,Basic,10,2022-07-06,2023-06-30,Italy,44,Male,Smart TV,1 Month,July,June
891,Premium,14,2022-07-18,2023-06-30,Spain,50,Female,Smart TV,1 Month,July,June
892,Basic,15,2022-07-29,2023-06-30,Spain,38,Male,Tablet,1 Month,July,June
893,Standard,13,2022-07-30,2023-07-01,United States,42,Female,Smart TV,1 Month,July,July
894,Premium,13,2022-08-03,2023-07-01,Canada,50,Male,Smart TV,1 Month,August,July
895,Basic,10,2022-08-15,2023-06-30,United States,30,Male,Smartphone,1 Month,August,June
896,Basic,10,2022-08-20,2023-07-01,United States,47,Female,Smartphone,1 Month,August,July
897,Basic,14,2022-08-21,2023-06-30,Canada,32,Female,Laptop,1 Month,August,June
898,Standard,11,2022-08-30,2023-07-02,United Kingdom,31,Female,Tablet,1 Month,August,July
899,Premium,15,2022-09-01,2023-06-29,Australia,37,Male,Laptop,1 Month,September,June
900,Basic,14,2022-09-02,2023-07-03,Germany,32,Female,Smartphone,1 Month,September,July
901,Basic,12,2022-09-04,2023-06-30,France,29,Male,Smartphone,1 Month,September,June
902,Premium,12,2022-09-10,2023-07-02,Brazil,28,Male,Tablet,1 Month,September,July
903,Standard,11,2022-09-25,2023-06-29,Mexico,42,Male,Laptop,1 Month,September,June
904,Standard,12,2022-09-27,2023-07-03,Spain,37,Male,Tablet,1 Month,September,July
905,Basic,13,2022-10-01,2023-06-30,Italy,38,Female,Laptop,1 Month,October,June
906,Premium,13,2022-10-06,2023-07-02,Spain,32,Male,Smart TV,1 Month,October,July
907,Standard,15,2022-10-07,2023-06-30,Spain,48,Male,Laptop,1 Month,October,June
908,Basic,13,2022-10-08,2023-07-03,United States,46,Female,Smart TV,1 Month,October,July
909,Standard,14,2022-10-08,2023-07-01,Canada,30,Male,Tablet,1 Month,October,July
910,Premium,10,2022-10-08,2023-07-03,United States,40,Female,Smart TV,1 Month,October,July
911,Basic,13,2022-10-08,2023-06-29,United States,29,Male,Smart TV,1 Month,October,June
912,Premium,15,2022-10-08,2023-07-02,Canada,41,Male,Tablet,1 Month,October,July
913,Standard,15,2022-10-10,2023-07-01,United Kingdom,32,Male,Laptop,1 Month,October,July
914,Basic,12,2022-10-19,2023-07-02,Australia,44,Female,Smart TV,1 Month,October,July
915,Standard,15,2022-10-20,2023-06-29,Germany,41,Male,Laptop,1 Month,October,June
916,Premium,12,2022-10-26,2023-07-01,France,50,Female,Smartphone,1 Month,October,July
917,Basic,14,2022-10-29,2023-06-30,Brazil,33,Female,Tablet,1 Month,October,June
918,Standard,10,2022-10-31,2023-07-02,Mexico,34,Female,Smart TV,1 Month,October,July
919,Premium,15,2022-11-11,2023-06-29,Spain,40,Male,Smartphone,1 Month,November,June
920,Basic,14,2022-11-09,2023-07-01,Italy,34,Female,Tablet,1 Month,November,July
